Date,Hour,Horse,Jockey,Position,Distance,Cuidador,Caballeriza,HorseNumber,PistaCondition,BornDate,Sex,Pelaje,Father,Mother,Grandfather,Breeder,HorseWeight,JockeyWeight
06/01/2024,20:00,DJANGO,ARMOHA LEOPOLDO M,6,1400,RIVOLLIER MICHAEL GIAN FRANCO,QUEREUQUEN (LP),6,ARENA | NORMAL,09-09-2019,MACHO,ZAINO,REMOTE (GB),ISIDE,PURE PRIZE (USA),RODEO CHICO,466,54
06/01/2024,20:00,CON EXCESO,BELLOCQ GONZALO E,7,1400,PEPPE OSCAR M,ES ASI (SI),7,ARENA | NORMAL,27-08-2019,MACHO,ZAINO,HOMAGE (USA),EN EXCESO,EASING ALONG (USA),EL WING,484,57
06/01/2024,20:00,BASKO TEXANO,AGUIRRE WALTER A,8,1400,VELIZ GUSTAVO RAUL,DON FEDE (AZ),4,ARENA | NORMAL,28-09-2019,MACHO,ALAZAN,NASHVILLE TEXAN,BASKA BEGOÑA,ENGRILLADO,MASAMA,507,57
06/01/2024,20:00,VERTICE SCAT,RAMALLO LAUTARO N,9,1400,ILARIONE OMAR,PINTA LA NENA (LP),8,ARENA | NORMAL,28-07-2019,MACHO,ZAINO,KNOCKOUT (CHI),VERBENA CAT,EASING ALONG (USA),CARYJUAN,493,54.5
06/01/2024,20:00,PREMOTE,MATURAN WALTER R,10,1400,HAEDO LUIS R,FLO-MA LO (SR),5,ARENA | NORMAL,15-09-2019,MACHO,ZAINO,REMOTE (GB),PIAMELLA,MANIPULATOR (USA),STA. ELENA,439,57
06/01/2024,20:30,ULTIMATE GOOD,MENENDEZ MAURICIO D,1,1400,DE ROSE CARLOS C,MI QUERIDO VIEJO PEPE (LP),2,ARENA | NORMAL,13-10-2018,MACHO,ZAINO,EL BUENAZO,CAMILUCHA,HOLT (USA),EL YACARE,450,54.7
06/01/2024,20:30,SUPER MALBEC,CHAVEZ LUCAS I DE JESUS,2,1400,ALVAREZ MARTIN,CHICO CARLOS (AZ),12,ARENA | NORMAL,27-09-2018,MACHO,ALAZAN,SUPER SAVER (USA),LA TINTORETTA,GRAND REWARD (USA),FIRMAMENTO,450,53.2
06/01/2024,20:30,TREASURE NIGHT,BANEGAS KEVIN,3,1400,CAREZZANA SERGIO L,VIR-MAR (R.IV),3,ARENA | NORMAL,29-09-2018,MACHO,ZAINO,TREASURE BEACH (GB),ZUMA NIGHT,EASING ALONG (USA),VACACION,477,57
06/01/2024,20:30,FURIOSO NEGRO,BONASOLA GABRIEL L,4,1400,DIAZ MIGUEL A,TEAM CHARLIE (LP),1,ARENA | NORMAL,21-10-2018,MACHO,ZAINO,FURIOUS KEY,MISS VINCITORA,NUMEROUS (USA),LA GENERACION,540,57.4
06/01/2024,20:30,BUEN ARGENTINO,MENENDEZ FRANCO D,5,1400,SANTACRUZ NUÑEZ GUILLERMO,CUADRA DEL INTERIOR (LP),4,ARENA | NORMAL,26-10-2018,MACHO,ZAINO COLORADO,BUEN VERSO,MUY ATRAYENTE,IBERO,NUESTRO MAPA,463,57
06/01/2024,20:30,SLEEP AWAY,VALDEZ AGUSTINA B,6,1400,VILLALBA LUIZ C,WIBER (LP),9,ARENA | NORMAL,05-11-2018,MACHO,ALAZAN,JOHN F KENNEDY (IRE),QUATROMILA,PURE PRIZE (USA),CARDELLE CONTRERAS NORBERTO GASTON,446,53
06/01/2024,20:30,LIGERO TOUCH,PERALTA JORGE LUIS,7,1400,BENAVIDEZ LUIS A,LA LUCHA (LP),7,ARENA | NORMAL,05-10-2018,MACHO,ALAZAN,TOUCHDOWN,WESTERN PRINCESS,WESTERN BORDERS (USA),25 DE JULIO,449,57
06/01/2024,20:30,UN POTRILLAZO,SALAZAR RAMIRO E,8,1400,JIMENEZ VICTOR H,YOLI Y SUS HIJOS (LP),8,ARENA | NORMAL,28-09-2018,MACHO,ZAINO,SAFETY CHECK (IRE),REDEMPTION,PETIT POUCET (GB),LA NUMANCIA,510,53
06/01/2024,20:30,SOL VAGABUNDO,VILLALBA GUSTAVO N,9,1400,MONTEAGUDO GABRIEL L,ABUELO CHOLO (LP),5,ARENA | NORMAL,29-09-2018,MACHO,ZAINO,VAREADOR INC,LUCKY MILAGROS,LUCKY ROBERTO (USA),HARAS,522,57.5
06/01/2024,20:30,LINCE IBERICO,ENRIQUE BRIAN R,10,1400,RETAMOSO ROBERTO R,CHE MATEO (LP),6,ARENA | NORMAL,10-09-2018,MACHO,ZAINO,MANIPULATOR (USA),LINKWOMAN,SOUTHERN HALO (USA),LA PASION,495,57
06/01/2024,20:30,REY MAYA,ARMOHA LEOPOLDO M,11,1400,DOTZEL PABLO A,EL QUIJOTE (NQN),10,ARENA | NORMAL,14-08-2018,MACHO,ZAINO,SEEK AGAIN (USA),REINA ANDINA,ORPEN (USA),CARAMPANGUE,530,54
06/01/2024,21:00,CELINE SCAPE,NORIEGA COBIAN LUCAS J,1,1000,FERRERO EMILIANO N,STUD EL CARANCHO (SR),13,ARENA | NORMAL,13-07-2019,HEMBRA,ZAINO,CITYSCAPE (GB),CELINE TOP,GIANT'S CAUSEWAY (USA),FIRMAMENTO,451,57
06/01/2024,21:00,VAMPIRESCA,ORTEGA TORRES EDUARDO G,2,1000,MARTIARENA MAXIMILIANO D,CARITO (R.IV),16,ARENA | NORMAL,07-08-2019,HEMBRA,ZAINO,SANTILLANO,VOLEIBOLISTA,MANIPULATOR (USA),REALE AGUSTIN Y REALE NICOLAS,512,57
06/01/2024,21:00,JORGELINA,BALMACEDA LAUTARO E,3,1000,RUVELLI JORGE D,DON TOTO (VT),9,ARENA | NORMAL,19-11-2019,HEMBRA,ZAINO,VALID STRIPES,ELEGIDA SALE,MANIPULATOR (USA),GENES RICARDO HORACIO,465,57
06/01/2024,21:00,LUMINOSA RICH,ALEGRE HUGO H,4,1000,LOREA MIGUEL ANGEL,DON POROTO (MDP),12,ARENA | NORMAL,10-11-2019,HEMBRA,ZAINO,EMPEROR RICHARD,TEODORINA,EMPEROR JONES (USA),OJOS AZULES,474,57.7
06/01/2024,21:00,EQUAL LUCK,BARRUECO RAMIRO R,5,1000,GUTIERREZ ROBERTO C,NUEVA IMAGEN (LP),7,ARENA | NORMAL,28-10-2019,HEMBRA,ALAZAN,EQUAL TALENT,CRISTINITA SAM,ALRASSAAM (GB),MENDEZ ALBA CRISTINA,414,57.3
06/01/2024,21:00,AMIGUITAINTERMINABLE,PERALTA JORGE LUIS,6,1000,PEREZ MARCELO J,EL DESTIERRO (AZ),15,ARENA | NORMAL,21-08-2019,HEMBRA,ALAZAN,TODO UN AMIGUITO,READING MY MIND,NOT FOR SALE,DON NICO,486,57
06/01/2024,21:00,VIVA AL SUR,VAI LUIS F,7,1000,SCARPELLO GUSTAVO E,PAMPAS (LP),8,ARENA | NORMAL,31-08-2019,HEMBRA,ALAZAN,SOUTH KISSING,VIVIRE,SUNRAY SPIRIT (USA),SCARPELLO GUSTAVO EDGARDO,478,57
06/01/2024,21:00,JULY BOMB,VALDEZ AGUSTINA B,8,1000,RODRIGUEZ HECTOR S,DON ELOY (LP),5,ARENA | NORMAL,08-08-2019,HEMBRA,ZAINO DORADILLO,HIT IT A BOMB (USA),JULIA NOV,ROMANOV (IRE),SCARPELLO GUSTAVO EDGARDO Y FERNANDEZ SANTIAGO ARIEL,446,53
06/01/2024,21:00,TELEKA,LAVIGNA FRANCISCO J,9,1000,TOURNOUR ANIBAL F,MI ANTOJO (CDU),2,ARENA | NORMAL,28-09-2019,HEMBRA,ALAZAN,IN THE DARK,THUNDERY TERRIFIC,THUNDER GULCH (USA),VACACION,478,57
06/01/2024,21:00,CONSOLAME LUNA,PILIERO SERGIO A,10,1000,BENAVIDEZ LUIS A,LA LUCHA (LP),4,ARENA | NORMAL,14-10-2019,HEMBRA,TORDILLO,TOUCHDOWN,CONSOLAME IXA,IXAL,ROBILOTTE JUAN CARLOS,460,57
06/01/2024,21:00,GRAN JUSTICIALISTA,AGUIRRE WALTER A,11,1000,VELIZ GUSTAVO RAUL,EL TREBOL DE PICUN (LP),10,ARENA | NORMAL,17-10-2019,HEMBRA,ZAINO COLORADO,WINNING PRIZE,SOMMITE,DANCE BRIGHTLY (CAN),14 DE JULIO,492,57
06/01/2024,21:00,BORRADITA POINT,RECUERO LUCIANO M,12,1000,FRISCIA GASTON,DON JAIME (R.IV),14,ARENA | NORMAL,18-10-2019,HEMBRA,ZAINO,GRADEPOINT (USA),BORRANTINA SAM,ALRASSAAM (GB),SANTA PLACIDA,460,53
06/01/2024,21:00,RICOTERA JOHAN,MONASTEROLO IVAN E,13,1000,FARIAS JOSE L,LOS TUYOS Y LOS MIOS (TDL),3,ARENA | NORMAL,19-09-2019,HEMBRA,ZAINO DORADILLO,CURIOSO JOHAN,RHYTHMICAL,DANCING FOR ME,LA CATEDRAL DE PALERMO,414,57
06/01/2024,21:00,CRUNCHY,ALDERETE OSVALDO A,14,1000,LANDOLA RODOLFO A,SIERRAS CHICAS,11,ARENA | NORMAL,30-09-2019,HEMBRA,ZAINO DORADILLO,GRAND REWARD (USA),CRISPY NUT,LUHUK (USA),LA QUEBRADA,470,57
06/01/2024,21:00,COSTA VOLATA,FRIAS ROLANDO I,15,1000,FRISCIA GASTON,VIVIANI,1,ARENA | NORMAL,06-09-2019,HEMBRA,ALAZAN,WINNING PRIZE,INDIAVOLATA,INDYGO SHINER (USA),COSTA DEL RIO,450,57
08/01/2024,14:30,STAR PERICO,BENITEZ VERA JORGE R,1,1000,VEGA ROLANDO,HUMILDE SUEÑO (SL),5,ARENA | HUMEDA,29-09-2016,MACHO,ZAINO,STAR RUNNER,BUBUSELA,EMPEROR JONES (USA),LOS DESAGUES,489,54
08/01/2024,14:30,BATUHERO,CASTRO ALEXIS G,2,1000,AMATO LISANDRO R,REY LEON (VT),1,ARENA | HUMEDA,13-08-2017,MACHO,ALAZAN,ANDROMEDA'S HERO (USA),LA BUTAQUERA,THE LEOPARD (USA),MASAMA,466,57
08/01/2024,14:30,ARGOS CLASS,TORRES ROBERTO M,3,1000,LOREA MIGUEL ANGEL,DON POROTO (MDP),4,ARENA | HUMEDA,29-10-2016,MACHO,ZAINO,ANGIOLO,INTERCLASS,INTERPRETE,EL PARAISO,504,57
08/01/2024,14:30,VIRADOR,ALLOIS ALEXIS A,4,1000,SIMONOVICH IVO C,LOS TRES HERMANOS (Rº),2,ARENA | HUMEDA,19-09-2017,MACHO,ZAINO,LENOVO,IDA PORTER,INTERPRETE,TORINO JUAN MARIA,493,54
08/01/2024,14:30,GRAND COSTOSO,GIORGIS ABEL L J,5,1000,GAUNA DARIO E,STUD LA GRANJA (SR),7,ARENA | HUMEDA,06-08-2017,MACHO,ZAINO,GRAND REWARD (USA),IBI MUY COSTOSA,IBICENCO,MASAMA,538,55.3
08/01/2024,14:30,WEMBLEY,BAEZ TOMAS D,6,1000,ANTONUCCI MARIA JOSE,VILLA CANAL (LP),8,ARENA | HUMEDA,13-10-2017,MACHO,ZAINO,PORTAL DEL ALTO,ROGNONI,SLEW GIN FIZZ (USA),RODEO CHICO,568,53.1
08/01/2024,14:30,LE PEPE,COLASSO LAUREANO V,7,1000,TORNATORI SERGIO O,MARIA INES (GGUAY),6,ARENA | HUMEDA,08-09-2017,MACHO,ZAINO,LE BLUES,SENZA AMORE,CATCHER IN THE RYE (IRE),STA. ELENA,504,53
08/01/2024,15:00,LETHAL FORZE,MOREYRA WILSON R,1,1600,MARTIN FERRO NICOLAS,EL DOGUITO,9,ARENA | HUMEDA,03-10-2020,MACHO,ZAINO,SIGFRID,LAURENZA,EQUAL STRIPES,EL DOGUITO,474,56.5
08/01/2024,15:00,BONIFICADO,VALLE MARTIN J,2,1600,MARTIN FERRO NICOLAS,DON CHEO,4,ARENA | HUMEDA,19-08-2020,MACHO,ALAZAN,DADDY LONG LEGS (USA),BONICA NOIA,LIZARD ISLAND (USA),ABOLENGO,456,56
08/01/2024,15:00,IN JOY,VELAZQUEZ CRISTIAN E,3,1600,PEREZ HUGO M,YERUA (LP),10,ARENA | HUMEDA,09-10-2020,MACHO,ZAINO,FORTIFY (USA),IN MISSION,MISSIONARY (USA),VACACION,496,56.2
08/01/2024,15:00,ICE BEER,GONCALVES FRANCISCO LEANDRO,4,1600,ROMERO GUSTAVO E,XIMENA (SI),6,ARENA | HUMEDA,01-10-2020,MACHO,ALAZAN,FORTIFY (USA),IGARA,ALRASSAAM (GB),VACACION,484,56
08/01/2024,15:00,GRANDURG,BANEGAS KEVIN,5,1600,MALDOTTI JUAN S,APOCALIPSIS (LP),7,ARENA | HUMEDA,14-09-2020,MACHO,ALAZAN,GALAN DE CINE,DURGA,VENEZIANO,B. V. P. SA Y PELLEGRINI JUAN,521,56
08/01/2024,15:00,TAMBAQUI,PERALTA JORGE LUIS,6,1600,SUELDO MARCELO S,IL CAPITANO,8,ARENA | HUMEDA,12-08-2020,MACHO,ZAINO,TRUE CAUSE (USA),TERRALBA (USA),LANGFUHR,POZO DE LUNA,497,56
08/01/2024,15:00,FURIOSO DECANO,MENENDEZ MAURICIO D,7,1600,TORRES HORACIO J A,CERRILLOS DE SALTA (LP),1,ARENA | HUMEDA,30-09-2020,MACHO,ZAINO,FURIOUS KEY,DECCA,ORPEN (USA),LA GENERACION,513,53
08/01/2024,15:30,LAST DINAMIT,ARMOHA LEOPOLDO M,1,1000,SANCHEZ ANGEL A,DOÑA ANTONIA (S.FE),5,ARENA | HUMEDA,22-09-2018,HEMBRA,ALAZAN,DYNAMIX (USA),LAST CLICHY,LASTING APPROVAL (USA),MARIA DEL MAR,492,54
08/01/2024,15:30,BREEZA MANI,GONCALVES FRANCISCO LEANDRO,2,1000,CABRERA CARLOS G,LA REJUNTA (TDL),6,ARENA | HUMEDA,04-10-2018,HEMBRA,ZAINO,MANIPULATOR (USA),BUY THE DIPS (USA),MEADOWLAKE,LA FORTALEZA,477,57
08/01/2024,15:30,DIRECTA DEL SOL,DYKE HECTOR E,3,1000,SANCHEZ ANGEL A,BELEN Y GATICA (LF),10,ARENA | HUMEDA,26-10-2018,HEMBRA,ZAINO,SOL PLANET,ROJA DIRECTA,FREUD (USA),NIMANOR,460,54
08/01/2024,15:30,VUPT,GUIDA JOAQUIN,4,1000,RUVELLI JORGE D,DON TOTO (VT),8,ARENA | HUMEDA,30-07-2018,HEMBRA,ZAINO,GLOBAL HUNTER,VUARNET,ORPEN (USA),LA PROVIDENCIA,474,53
08/01/2024,15:30,AQUI SIEMPRE,MONASTEROLO IVAN E,5,1000,PALACIOS NICOLAS D,D´ GREGOR (CTES),7,ARENA | HUMEDA,01-08-2018,HEMBRA,ZAINO,QUE VIDA BUENA,COMPAÑERA FIEL,LUHUK (USA),DON FLORENTINO,516,57
08/01/2024,15:30,QUE ME CUIDEN,FLORES JAIRO E,6,1000,BELLO NESTOR GUSTAVO,LOS BUSCAGLIA (GCHU),2,ARENA | HUMEDA,08-10-2018,HEMBRA,ZAINO,QUE ME DICES,AKATIZIA,MANIPULATOR (USA),GAREIS CESAR S. Y RODRIGUEZ FRANCISCO J.,437,55.3
08/01/2024,15:30,POLVORINA,ENRIQUE BRIAN R,7,1000,GARCES FERNANDO A,LAS 3H SANTA ROSA (LP),3,ARENA | HUMEDA,25-09-2018,HEMBRA,ZAINO COLORADO,LUCKY ISLAND,PUPILITA,HUSSON,LOS CUATRO CANDADOS,472,57
08/01/2024,15:30,ALASKA REAL,MARTINEZ ELIAS D,8,1000,MIRANDA LUIS A,DOÑA PATRY (Rº),1,ARENA | HUMEDA,25-10-2018,HEMBRA,ZAINO,ANGIOLO,REAL LIFE,BAHIARO,EL PARAISO,461,57
08/01/2024,16:00,DON GALILEO,BARRUECO RAMIRO R,1,1200,DIAZ MIGUEL A,JERBE (CBA),11,ARENA | HUMEDA,20-07-2019,MACHO,ZAINO,JOHN F KENNEDY (IRE),DOÑA PEGA,JOHANNESBURG (USA),SAN BENITO,488,57
08/01/2024,16:00,IDOLO DE VIENTO,CAPRA PABLO A S,2,1200,GODOY JUAN C,LA GRINGA (R°),10,ARENA | HUMEDA,11-09-2019,MACHO,ZAINO,IDOLO PORTEÑO,HUSSOWIND (CHI),HUSSONET (USA),FARANDATO NATALIA,465,53.1
08/01/2024,16:00,CANTARINI,ARIAS DANIEL E,3,1200,MUSSIS CLAUDIO R,ABUELA AMALIA (AZ),13,ARENA | HUMEDA,04-11-2019,MACHO,ZAINO,INTERACTION,CUAN LINDA (CHI),DYNAMIX (USA),POZO DE LUNA,508,58
08/01/2024,16:00,GENERAL SPRING,LA PALMA MARTIN A,4,1200,CIMA DANIEL R,CAPUCHO (Rº),6,ARENA | HUMEDA,11-10-2019,MACHO,ALAZAN,GREENSPRING (USA),GOBIERNA BIEN (USA),SEEKING THE DIA (USA),VIKEDA S. R. L.,430,57.5
08/01/2024,16:00,SISSON CATCH,CHAVES URBANO J,5,1200,BABERA RUBEN O,LOS PURRETES (LP),2,ARENA | HUMEDA,22-10-2019,MACHO,ZAINO,PORTAL DEL ALTO,ALWAYS A CATCH,CATCHER IN THE RYE (IRE),EL VASCO DOS,436,55
08/01/2024,16:00,SHOW MAGICO,BALMACEDA LAUTARO E,6,1200,LABANCA OMAR F,MOFFLY,3,ARENA | HUMEDA,23-09-2019,MACHO,ZAINO DORADILLO,ENDORSEMENT (USA),MAGIC STAR,GRAND REWARD (USA),FABIANO JUAN CARLOS,430,57.1
08/01/2024,16:00,CATAPULTED,MENENDEZ MAURICIO D,7,1200,YLLODO ARIEL C,EL GRANDE (LP),4,ARENA | HUMEDA,07-09-2019,MACHO,ZAINO,LIZARD ISLAND (USA),CATAPULTADA,SOUTHERN HALO (USA),HARAS TEFI SA,498,53.5
08/01/2024,16:00,CURSI JOHAN,SINIANI EMILIANO F,8,1200,RIVOLLIER MICHAEL GIAN FRANCO,SUBLIME HORSE,1,ARENA | HUMEDA,08-08-2019,MACHO,ZAINO,CURIOSO JOHAN,INFINIT STAI,TETELESTAI (USA),LA CATEDRAL DE PALERMO,488,57
08/01/2024,16:00,MARK EASY,PAOLONI JUAN P,9,1200,LUGO MIGUEL A,LOS PROVINCIANOS (VGUAY),5,ARENA | HUMEDA,07-09-2019,MACHO,ZAINO NEGRO,SO EASY,STORMY GARLAND,BERNSTEIN (USA),CIPRIANO POMMIES Y CIA SA,560,57
08/01/2024,16:00,DONT GOMEZ,BARRIONUEVO SERGIO R E,10,1200,MOSSI JUAN A,EL CRACK,7,ARENA | HUMEDA,30-08-2019,MACHO,ZAINO,DONT WORRY,OPTIMIST DRESS,INCURABLE OPTIMIST (USA),COSTANZO JORGE FEDERICO,402,57
08/01/2024,16:00,QUEDATE CERCA,LAVIGNA FRANCISCO J,11,1200,BELLO NESTOR GUSTAVO,LOS BUSCAGLIA (GCHU),12,ARENA | HUMEDA,29-09-2019,MACHO,ALAZAN,STAY NEAR,NO BORDERS,INCURABLE OPTIMIST (USA),EL CARDENAL,506,57
08/01/2024,16:00,KAZAKO,MONASTEROLO IVAN E,12,1200,ACCOSANO VALERIA S,EL MATUCHO,9,ARENA | HUMEDA,28-07-2019,MACHO,ZAINO,FORTIFY (USA),KEISHA,EASING ALONG (USA),VACACION,545,57
08/01/2024,16:00,ULA TAIN,ASERITO MAXIMILIANO,13,1200,LUGO MIGUEL A,LA SOÑADA (VGUAY),8,ARENA | HUMEDA,09-09-2019,MACHO,ZAINO COLORADO,URTAIN,ULA LUCI,ULARION,DERUDDER GERMAN EUGENIO,460,57
08/01/2024,16:30,EN EL CAMINO,VALDEZ AGUSTINA B,1,1800,PEREZ ANGEL D,EL GRANATE (LP),1,ARENA | NORMAL,07-09-2018,MACHO,ZAINO,LENOVO,IN ROAD,NOT FOR SALE,SAN LORENZO DE ARECO,464,53
08/01/2024,16:30,PALMERA ISLAND,GONCALVES FRANCISCO LEANDRO,2,1800,AVILA PABLO A,EL INVICTO (TDL),3,ARENA | NORMAL,20-07-2018,HEMBRA,ZAINO,LIZARD ISLAND (USA),PALMAS ARRIBA,STORMY ATLANTIC (USA),LA PASION,456,55
08/01/2024,16:30,METEORITO,FRIAS ROLANDO I,3,1800,ARGUELLO MIGUEL A,AMINA(LP),5,ARENA | NORMAL,30-10-2017,MACHO,TORDILLO,CIMA DE TRIOMPHE (FR),MISS BEAT,NUMEROUS (USA),ESTIRPE DE CRIADORES,468,55
08/01/2024,16:30,STAY WITH IT,LAVIGNA FRANCISCO J,4,1800,GOMEZ MIGUEL ALB,ATILIO VIEJO (AZ),8,ARENA | NORMAL,14-09-2018,MACHO,ALAZAN,DOUBLES PARTNER (USA),SAY IT NOW,LUHUK (USA),SAN FRANCISCO DE PILAR,435,57
08/01/2024,16:30,JUAN ORION TAG,MENENDEZ MAURICIO D,5,1800,ANDRADA JOSE MARIA,URI Y TAY (LP),6,ARENA | NORMAL,11-10-2018,MACHO,ZAINO,JUAN TALENTOSO,ROJO PUNZO,LUCKY ROBERTO (USA),ALBORADA,517,53.5
08/01/2024,16:30,PHARAON RYE,MARTINEZ ELIAS D,6,1800,PAGANTI PEDRO F,EL CHINGA (AZ),2,ARENA | NORMAL,15-09-2018,MACHO,ZAINO,CATCHER IN THE RYE (IRE),PERLA DEL NORTE,PURE PRIZE (USA),LUSARDI ARIEL H.,453,57
08/01/2024,16:30,EVO QUIROGUENCE,CAPRA PABLO A S,7,1800,GARCIA SERGIO A,DON AUGUSTO (AZ),7,ARENA | NORMAL,24-10-2018,MACHO,ZAINO,EVOCADO,LLUVIA SALVADORA,PUEBLO,GOMEZ CARLOS ALFREDO,434,53
08/01/2024,16:30,AMIGUITO COMPAÑERO,PERALTA JORGE LUIS,8,1800,MOSSI JUAN A,STUD EL LADRILLERO (CDIA),4,ARENA | NORMAL,01-09-2018,MACHO,ZAINO,SEATTLE FITZ,COMPINCHE TUYA,EL COMPINCHE,DON NICO,495,57
08/01/2024,17:00,LA DIBBA,CARRIZO PABLO D,1,1200,GOMEZ CELIA M,INSPIRACION,4,ARENA | NORMAL,28-09-2019,HEMBRA,ALAZAN,WINNING PRIZE,CATTALINA,INDYGO SHINER (USA),RESUCHE FERNANDO HECTOR,410,57.2
08/01/2024,17:00,MANDY'S POPE,ENRIQUE BRIAN R,2,1200,MARQUEZ JOSE L,HARAS LA VALKIRIA (S.FE),7,ARENA | NORMAL,10-10-2019,HEMBRA,ALAZAN,GOT TALENT,STORM DERRIANNE (USA),NORTH LIGHT,LA VALKIRIA,510,57
08/01/2024,17:00,LAND OF PLENTY,CACERES FRANKLIN D,3,1200,MONDAZZI EDGARDO A,PUEY (LP),11,ARENA | NORMAL,09-11-2019,HEMBRA,ZAINO,LE BLUES,PARADISAL,LUHUK (USA),TRIPLE ALLIANCE SA,415,54.2
08/01/2024,17:00,REINA DEL FLOW,ASERITO MAXIMILIANO,4,1200,TABORDA RAUL O,HARAS ST. SAN BLAS (LP),5,ARENA | NORMAL,12-09-2019,HEMBRA,ALAZAN,VALID STRIPES,ESMERADA NISTEL,VAN NISTELROOY (USA),DON YAYO,427,57.7
08/01/2024,17:00,PURA Y BELLA,VALDEZ AGUSTINA B,5,1200,FERNANDEZ VICTOR O,LA BONANZA (LP),6,ARENA | NORMAL,19-08-2019,HEMBRA,ZAINO,MANIPULATOR (USA),PURE REFERENCE,PURE PRIZE (USA),REALE SEBASTIAN,473,53
08/01/2024,17:00,GOLDEN LAKE,MARTINEZ ELIAS D,6,1200,GILES MARIANO HECTOR O,EL GARY (AZ),13,ARENA | NORMAL,10-11-2019,HEMBRA,ALAZAN,CITYSCAPE (GB),GLAD LADY,ANNOUNCE,CEA MARIA AGUSTINA,432,57
08/01/2024,17:00,REACH THE STARS,FRIAS ROLANDO I,7,1200,ARGUELLO MIGUEL A,RAUL Y ROSA (LP),10,ARENA | NORMAL,29-08-2019,HEMBRA,ZAINO,REMOTE (GB),REGATEA,CANDY STRIPES (USA),VACACION,460,57
08/01/2024,17:00,VIVA LA PEPA,BASCUÑAN RODRIGO D,8,1200,SIELE EDUARDO N,SANTA RITA (VGUAY),8,ARENA | NORMAL,24-10-2019,HEMBRA,ZAINO,VALID STRIPES,IT ISN'T MAGIC,NOT FOR SALE,DON YAYO,453,57
08/01/2024,17:00,SANSA STAR,LOPEZ BERNECHE LUCAS,9,1200,CABELLO JORGE OSCAR,EL TALA,12,ARENA | NORMAL,17-10-2019,HEMBRA,ZAINO,STAR RUNNER,SEMBRA SERA,EL SEMBRADOR,EL TALA,422,55.5
08/01/2024,17:00,REINA DE LOS PRADOS,ALLOIS ALEXIS A,10,1200,GUTIERREZ ROBERTO C,SIN FRONTERAS,9,ARENA | NORMAL,15-07-2019,HEMBRA,ZAINO,FRAGOTERO,ROYAL COLONY,COLONIAL AFFAIR (USA),DE LUCA SANDRA ELENA Y LAPLAZE EDGARDO V,462,54
08/01/2024,17:00,LA ÑAROCITA,DYKE HECTOR E,11,1200,LOPEZ ALBERTO M,1912 (LP),1,ARENA | NORMAL,10-11-2019,HEMBRA,ALAZAN,TRUE CAUSE (USA),KUÑA ÑARO,PURE PRIZE (USA),ABEGAR SA,460,54
08/01/2024,17:00,SOÑADORA DREAMY,PERALTA JORGE LUIS,12,1200,GARCIA SERGIO A,ADRENALINA (AZ),3,ARENA | NORMAL,22-09-2019,HEMBRA,ZAINO,BLOOD MONEY,DOUBLE VERSE,VISION AND VERSE (USA),LA MADRINA,498,57
08/01/2024,17:30,HARLEM BLUES,ARMOHA LEOPOLDO M,1,1200,AMATO LISANDRO R,REY LEON (VT),7,ARENA | NORMAL,10-10-2017,MACHO,ZAINO,ORPEN (USA),HANDPRINT (USA),MEDAGLIA D'ORO (USA),SANTA INES,494,52.7
08/01/2024,17:30,INTRIGADO,MENENDEZ MAURICIO D,2,1200,BARRETO ANTONIO,JUAN DEMETRIO (LP),3,ARENA | NORMAL,28-08-2018,MACHO,ALAZAN,COSMIC TRIGGER,IMPLOSIVA,EASING ALONG (USA),STA. ELENA,506,53
08/01/2024,17:30,AÑOS FELICES,LAVIGNA FRANCISCO J,3,1200,MAYANSKY NEER JORGE A,ANGELITO,4,ARENA | NORMAL,12-10-2018,MACHO,ZAINO,ORPEN (USA),EQUAL FELICIDAD,EQUAL STRIPES,DON YAYO,537,57
08/01/2024,17:30,ICY VASCO,LENCINAS DARIO E,4,1200,ILINCHETA DARIO H,EL ICY (TDL),6,ARENA | NORMAL,24-09-2018,MACHO,ZAINO,ICY GLORY,TEOFILA,TOWN PARTNER,ILINCHETA DARIO HAROLDO,456,55
08/01/2024,17:30,ROCK DANCE,BENITEZ VERA JORGE R,5,1200,HERRERA ELIO A,SUEÑO CUMPLIDO (LP),8,ARENA | NORMAL,10-09-2018,MACHO,ZAINO,BAHIARO,BAILADORA AFRICANA,DANCING FOR ME,CHIAPILL,442,54
08/01/2024,17:30,KELO CLEAR,PILIERO SERGIO A,6,1200,PROENZA CARLOS R,DON KELO (SR),2,ARENA | NORMAL,19-08-2018,MACHO,ALAZAN,CLEAR STORM,HONRA PIQUETERA,HONRADO,HARAS GARAVENTA MARCOS,448,57
08/01/2024,17:30,INDIAN MAGIC,CANDIA GUTIERREZ ELVIO G,7,1200,HERRERA ELIO A,EL FLAQUIN (LP),5,ARENA | NORMAL,04-08-2017,MACHO,ZAINO,MOST IMPROVED (IRE),INDIAN BEAUTY,PURE PRIZE (USA),LOS MEDANOS,487,55
08/01/2024,18:00,DESESPERAO,ENRIQUE BRIAN R,1,1000,MONCADA JUAN M,DON FLORENTINO,7,ARENA | NORMAL,08-08-2019,MACHO,ALAZAN,FULL MAST (USA),POR TI MOROCHA,STORM SURGE (USA),DON FLORENTINO,503,57
